veh,logfile,line,date,time,secs,speed (mph),long,lat,x-ft,y-ft
C548,1,82781,4/20/2009,18:38:14,20013,4.3,-58.436595999999994,33.439338,-22532468,15466557
C590,1,124152,4/20/2009,18:38:15,19718,43.4,-58.481193000000005,33.4955,-22542499,15487039
C694,0,4788,4/20/2009,18:38:15,18911,40.3,-58.47377900000001,33.44641,-22542256,15469136
C832,1,56379,4/20/2009,18:38:15,18884,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,82978,4/20/2009,18:38:15,20014,4.9,-58.436583999999996,33.439355,-22532465,15466563
C590,1,124187,4/20/2009,18:38:16,19719,43.8,-58.481432,33.495495,-22542563,15487038
C694,0,4789,4/20/2009,18:38:16,18912,40.5,-58.473786000000004,33.446571999999996,-22542252,15469195
C832,1,56380,4/20/2009,18:38:16,18885,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,83158,4/20/2009,18:38:16,20015,5.1,-58.436572,33.439372999999996,-22532461,15466569
C590,1,124194,4/20/2009,18:38:17,19720,43.8,-58.481672,33.495490000000004,-22542628,15487036
C694,0,4790,4/20/2009,18:38:17,18913,40.9,-58.473794,33.446736,-22542249,15469255
C832,1,56793,4/20/2009,18:38:17,18886,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,83220,4/20/2009,18:38:17,20016,4.5,-58.436559,33.43939,-22532456,15466576
C590,1,124196,4/20/2009,18:38:18,19721,43.8,-58.481911999999994,33.495486,-22542693,15487034
C694,0,4791,4/20/2009,18:38:18,18914,40.9,-58.473800999999995,33.446901000000004,-22542245,15469315
C832,1,56795,4/20/2009,18:38:18,18887,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,83388,4/20/2009,18:38:18,20017,3.1,-58.436544,33.439401000000004,-22532452,15466580
C590,1,124198,4/20/2009,18:38:19,19722,44.3,-58.482152,33.495481,-22542758,15487032
C694,0,4796,4/20/2009,18:38:19,18915,40.0,-58.47380799999999,33.447064000000005,-22542241,15469374
C832,1,56800,4/20/2009,18:38:19,18888,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,83997,4/20/2009,18:38:19,20018,2.5,-58.436532,33.439406,-22532449,15466581
C590,1,124206,4/20/2009,18:38:20,19723,44.7,-58.482395,33.495475,-22542824,15487030
C694,0,4797,4/20/2009,18:38:20,18916,39.1,-58.473814000000004,33.447224,-22542237,15469433
C832,1,56804,4/20/2009,18:38:20,18889,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84123,4/20/2009,18:38:20,20019,2.2,-58.43652,33.439407,-22532445,15466582
C590,1,124208,4/20/2009,18:38:21,19724,45.0,-58.48264,33.495470000000005,-22542890,15487028
C694,0,4798,4/20/2009,18:38:21,18917,38.3,-58.47381899999999,33.447379,-22542232,15469489
C832,1,56805,4/20/2009,18:38:21,18890,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84125,4/20/2009,18:38:21,20020,1.3,-58.43651199999999,33.439407,-22532443,15466582
C590,1,124210,4/20/2009,18:38:22,19725,44.5,-58.482884,33.495465,-22542957,15487027
C694,0,4799,4/20/2009,18:38:22,18918,37.8,-58.47382399999999,33.447532,-22542228,15469545
C832,1,56809,4/20/2009,18:38:22,18891,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84126,4/20/2009,18:38:22,20021,1.1,-58.43650600000001,33.439406,-22532441,15466582
C590,1,124212,4/20/2009,18:38:23,19726,44.3,-58.483126999999996,33.495461,-22543022,15487025
C694,0,4800,4/20/2009,18:38:23,18919,38.5,-58.47382900000001,33.447686,-22542224,15469601
C832,1,56814,4/20/2009,18:38:23,18892,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84131,4/20/2009,18:38:23,20022,0.2,-58.43650500000001,33.439406,-22532441,15466581
C590,1,124220,4/20/2009,18:38:24,19727,44.3,-58.483368999999996,33.495457,-22543088,15487024
C694,0,4801,4/20/2009,18:38:24,18920,38.7,-58.473836000000006,33.447841,-22542220,15469658
C832,1,56815,4/20/2009,18:38:24,18893,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84135,4/20/2009,18:38:24,20023,0.0,-58.436509,33.439405,-22532442,15466581
C590,1,124222,4/20/2009,18:38:25,19728,44.3,-58.483610999999996,33.495453999999995,-22543153,15487023
C694,0,4802,4/20/2009,18:38:25,18921,38.9,-58.473844,33.447998,-22542217,15469715
C832,1,56816,4/20/2009,18:38:25,18894,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84151,4/20/2009,18:38:25,20024,0.0,-58.436514,33.439405,-22532444,15466581
C590,1,124224,4/20/2009,18:38:26,19729,44.3,-58.48385400000001,33.49545,-22543219,15487021
C694,0,4803,4/20/2009,18:38:26,18922,38.9,-58.473850999999996,33.448153999999995,-22542213,15469772
C832,1,56817,4/20/2009,18:38:26,18895,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84176,4/20/2009,18:38:26,20025,0.0,-58.43652,33.439405,-22532445,15466581
C590,1,124226,4/20/2009,18:38:27,19730,44.3,-58.48409699999999,33.495446,-22543285,15487020
C694,0,4804,4/20/2009,18:38:27,18923,38.3,-58.47385799999999,33.448309,-22542209,15469828
C832,1,56879,4/20/2009,18:38:27,18896,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84190,4/20/2009,18:38:27,20026,0.0,-58.436522,33.439406,-22532446,15466581
C590,1,124234,4/20/2009,18:38:28,19731,44.3,-58.484339000000006,33.495442,-22543350,15487018
C694,0,4805,4/20/2009,18:38:28,18924,37.1,-58.473864000000006,33.44846,-22542206,15469884
C832,1,56881,4/20/2009,18:38:28,18897,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84460,4/20/2009,18:38:28,20027,0.0,-58.436522,33.439406,-22532446,15466581
C590,1,124236,4/20/2009,18:38:29,19732,44.5,-58.484583,33.495437,-22543416,15487017
C694,0,4810,4/20/2009,18:38:29,18925,36.5,-58.47386899999999,33.448608,-22542202,15469938
C832,1,56882,4/20/2009,18:38:29,18898,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84461,4/20/2009,18:38:29,20028,0.2,-58.436522,33.439405,-22532446,15466581
C590,1,124238,4/20/2009,18:38:30,19733,44.5,-58.484826999999996,33.495433,-22543482,15487015
C694,0,4811,4/20/2009,18:38:30,18926,36.2,-58.473873999999995,33.448754,-22542198,15469991
C832,1,56883,4/20/2009,18:38:30,18899,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84480,4/20/2009,18:38:30,20029,0.0,-58.436522,33.439405,-22532446,15466581
C590,1,124240,4/20/2009,18:38:31,19734,44.5,-58.48507099999999,33.495429,-22543548,15487014
C694,0,4816,4/20/2009,18:38:31,18927,36.0,-58.473881000000006,33.448899,-22542195,15470044
C832,1,56888,4/20/2009,18:38:31,18900,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84558,4/20/2009,18:38:31,20030,0.0,-58.436522,33.439405,-22532446,15466581
C590,1,124249,4/20/2009,18:38:32,19735,44.7,-58.485316,33.495424,-22543615,15487012
C694,0,4817,4/20/2009,18:38:32,18928,35.8,-58.473888,33.449044,-22542191,15470096
C832,1,56889,4/20/2009,18:38:32,18901,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84621,4/20/2009,18:38:32,20031,0.2,-58.43652,33.439405,-22532446,15466581
C590,1,124251,4/20/2009,18:38:33,19736,45.2,-58.485562,33.495419,-22543681,15487010
C694,0,4818,4/20/2009,18:38:33,18929,35.6,-58.473895999999996,33.449187,-22542188,15470149
C832,1,56890,4/20/2009,18:38:33,18902,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84702,4/20/2009,18:38:33,20032,0.0,-58.43651899999999,33.439405,-22532445,15466581
C590,1,124253,4/20/2009,18:38:34,19737,45.4,-58.485809,33.495413,-22543748,15487008
C694,0,4820,4/20/2009,18:38:34,18930,35.3,-58.473901999999995,33.449329999999996,-22542185,15470201
C832,1,57030,4/20/2009,18:38:34,18903,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84757,4/20/2009,18:38:34,20033,0.0,-58.43651700000001,33.439405,-22532445,15466581
C590,1,124255,4/20/2009,18:38:35,19738,45.4,-58.486056000000005,33.495407,-22543815,15487005
C694,0,4854,4/20/2009,18:38:35,18931,35.3,-58.47390899999999,33.449471,-22542182,15470252
C832,1,57033,4/20/2009,18:38:35,18904,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,84878,4/20/2009,18:38:35,20034,0.0,-58.436515,33.439403999999996,-22532444,15466581
C590,1,124263,4/20/2009,18:38:36,19739,45.2,-58.486304000000004,33.4954,-22543882,15487003
C694,0,4855,4/20/2009,18:38:36,18932,35.6,-58.473915000000005,33.449614000000004,-22542178,15470304
C832,1,57034,4/20/2009,18:38:36,18905,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,85025,4/20/2009,18:38:36,20035,0.0,-58.436515,33.439403999999996,-22532444,15466581
C590,1,124265,4/20/2009,18:38:37,19740,44.5,-58.486549,33.495394,-22543949,15487001
C694,0,4856,4/20/2009,18:38:37,18933,36.5,-58.47391999999999,33.449758,-22542174,15470357
C832,1,57584,4/20/2009,18:38:37,18906,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,85100,4/20/2009,18:38:37,20036,0.0,-58.436516,33.439403000000006,-22532444,15466580
C590,1,124267,4/20/2009,18:38:38,19741,44.5,-58.486791,33.495387,-22544014,15486998
C694,0,4857,4/20/2009,18:38:38,18934,36.0,-58.473926000000006,33.449904,-22542171,15470410
C832,1,57586,4/20/2009,18:38:38,18907,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,85159,4/20/2009,18:38:38,20037,0.0,-58.436515,33.439403999999996,-22532444,15466581
C590,1,124269,4/20/2009,18:38:39,19742,45.2,-58.487036,33.495379,-22544081,15486995
C694,0,4858,4/20/2009,18:38:39,18935,35.3,-58.47393100000001,33.450047,-22542167,15470462
C832,1,57594,4/20/2009,18:38:39,18908,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,85724,4/20/2009,18:38:39,20038,0.0,-58.436514,33.439403999999996,-22532444,15466581
C590,1,124277,4/20/2009,18:38:40,19743,45.2,-58.48728199999999,33.495371,-22544148,15486992
C694,0,4859,4/20/2009,18:38:40,18936,34.4,-58.473935999999995,33.450187,-22542163,15470513
C832,1,57595,4/20/2009,18:38:40,18909,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,86155,4/20/2009,18:38:40,20039,0.0,-58.436516,33.439405,-22532444,15466581
C590,1,124279,4/20/2009,18:38:41,19744,44.5,-58.487527,33.495360999999995,-22544214,15486989
C694,0,4864,4/20/2009,18:38:41,18937,34.7,-58.47394,33.450325,-22542159,15470564
C832,1,57596,4/20/2009,18:38:41,18910,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,86222,4/20/2009,18:38:41,20040,0.0,-58.43651700000001,33.439406,-22532445,15466581
C590,1,124281,4/20/2009,18:38:42,19745,44.7,-58.487770999999995,33.495351,-22544280,15486985
C694,0,4865,4/20/2009,18:38:42,18938,35.6,-58.473940999999996,33.450466,-22542155,15470615
C832,1,57597,4/20/2009,18:38:42,18911,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,86365,4/20/2009,18:38:42,20041,0.0,-58.43651800000001,33.439406,-22532445,15466581
C590,1,124283,4/20/2009,18:38:43,19746,45.2,-58.48801800000001,33.495339,-22544347,15486981
C694,0,4866,4/20/2009,18:38:43,18939,34.9,-58.47394,33.450609,-22542149,15470667
C832,1,57602,4/20/2009,18:38:43,18912,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,86545,4/20/2009,18:38:43,20042,0.0,-58.43651800000001,33.439406,-22532445,15466581
C590,1,124291,4/20/2009,18:38:44,19747,45.4,-58.48826600000001,33.495325,-22544415,15486976
C694,0,4867,4/20/2009,18:38:44,18940,34.2,-58.473939,33.450748,-22542144,15470718
C832,1,57603,4/20/2009,18:38:44,18913,0.0,-58.37801999999999,33.500324,-22514466,15488799
C548,1,86625,4/20/2009,18:38:44,20043,0.0,-58.43651800000001,33.439406,-22532445,15466581
C590,1,124293,4/20/2009,18:38:45,19748,45.6,-58.48851500000001,33.495311,-22544483,15486971
C694,0,4890,4/20/2009,18:38:45,18941,35.3,-58.47394,33.450888,-22542139,15470769
C832,1,57604,4/20/2009,18:38:45,18914,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124295,4/20/2009,18:38:46,19749,45.9,-58.488764,33.495296999999994,-22544550,15486965
C694,0,4927,4/20/2009,18:38:46,18942,37.1,-58.473945,33.451034,-22542135,15470822
C832,1,57605,4/20/2009,18:38:46,18915,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124297,4/20/2009,18:38:47,19750,45.6,-58.489014,33.495283,-22544618,15486960
C694,0,4931,4/20/2009,18:38:47,18943,36.7,-58.473951,33.451183,-22542132,15470876
C832,1,57632,4/20/2009,18:38:47,18916,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124305,4/20/2009,18:38:48,19751,45.6,-58.489262999999994,33.495271,-22544686,15486956
C694,0,4932,4/20/2009,18:38:48,18944,34.7,-58.473957999999996,33.451326,-22542128,15470929
C832,1,57669,4/20/2009,18:38:48,18917,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124307,4/20/2009,18:38:49,19752,45.4,-58.48951099999999,33.495258,-22544754,15486951
C694,0,4933,4/20/2009,18:38:49,18945,30.6,-58.473963999999995,33.451457,-22542125,15470976
C832,1,57670,4/20/2009,18:38:49,18918,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124309,4/20/2009,18:38:50,19753,45.6,-58.489760000000004,33.495245000000004,-22544821,15486946
C694,0,4938,4/20/2009,18:38:50,18946,26.2,-58.473969999999994,33.451570000000004,-22542123,15471018
C832,1,57671,4/20/2009,18:38:50,18919,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124311,4/20/2009,18:38:51,19754,45.4,-58.49000799999999,33.495234,-22544888,15486942
C694,0,4939,4/20/2009,18:38:51,18947,21.9,-58.473974,33.451665000000006,-22542121,15471052
C832,1,57679,4/20/2009,18:38:51,18920,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124320,4/20/2009,18:38:52,19755,45.4,-58.490256,33.495225,-22544956,15486939
C694,0,4940,4/20/2009,18:38:52,18948,17.9,-58.47398000000001,33.451741999999996,-22542119,15471080
C832,1,57680,4/20/2009,18:38:52,18921,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124322,4/20/2009,18:38:53,19756,45.4,-58.490504,33.495217,-22545023,15486936
C694,0,4941,4/20/2009,18:38:53,18949,13.2,-58.473984,33.451801,-22542118,15471102
C832,1,57681,4/20/2009,18:38:53,18922,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124324,4/20/2009,18:38:54,19757,45.0,-58.490751,33.49521,-22545090,15486934
C694,0,5078,4/20/2009,18:38:54,18950,9.4,-58.473988000000006,33.451843,-22542118,15471117
C832,1,57818,4/20/2009,18:38:54,18923,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124326,4/20/2009,18:38:55,19758,45.2,-58.490998000000005,33.495202,-22545157,15486931
C694,0,5079,4/20/2009,18:38:55,18951,5.8,-58.473991,33.45187,-22542118,15471127
C832,1,57821,4/20/2009,18:38:55,18924,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124334,4/20/2009,18:38:56,19759,45.6,-58.49124599999999,33.495194,-22545224,15486928
C694,0,5136,4/20/2009,18:38:56,18952,2.7,-58.47399300000001,33.451883,-22542118,15471132
C832,1,57822,4/20/2009,18:38:56,18925,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124336,4/20/2009,18:38:57,19760,45.9,-58.491496,33.495184,-22545292,15486924
C694,0,5140,4/20/2009,18:38:57,18953,0.4,-58.47399399999999,33.451886,-22542118,15471133
C832,1,58372,4/20/2009,18:38:57,18926,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124338,4/20/2009,18:38:58,19761,45.9,-58.491748,33.495174,-22545360,15486920
C694,0,5144,4/20/2009,18:38:58,18954,0.0,-58.473996,33.451883,-22542119,15471132
C832,1,58374,4/20/2009,18:38:58,18927,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124340,4/20/2009,18:38:59,19762,45.6,-58.49199899999999,33.495163,-22545429,15486916
C694,0,5145,4/20/2009,18:38:59,18955,0.0,-58.473997,33.451881,-22542119,15471131
C832,1,58375,4/20/2009,18:38:59,18928,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124348,4/20/2009,18:39:00,19763,45.4,-58.492248000000004,33.495153,-22545496,15486913
C694,0,7028,4/20/2009,18:39:00,18956,0.0,-58.473997,33.451878,-22542119,15471130
C832,1,58383,4/20/2009,18:39:00,18929,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124350,4/20/2009,18:39:01,19764,45.0,-58.49249499999999,33.495142,-22545563,15486909
C694,0,8912,4/20/2009,18:39:01,18957,0.0,-58.473997999999995,33.451876,-22542119,15471129
C832,1,58384,4/20/2009,18:39:01,18930,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124352,4/20/2009,18:39:02,19765,44.7,-58.492739,33.495132,-22545630,15486905
C694,0,9060,4/20/2009,18:39:02,18958,0.0,-58.473997,33.451874,-22542119,15471128
C832,1,58385,4/20/2009,18:39:02,18931,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124354,4/20/2009,18:39:03,19766,44.7,-58.492982999999995,33.495121000000005,-22545696,15486901
C694,0,9062,4/20/2009,18:39:03,18959,0.0,-58.473997,33.451871999999995,-22542120,15471128
C832,1,58386,4/20/2009,18:39:03,18932,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124362,4/20/2009,18:39:04,19767,44.1,-58.493224999999995,33.49511,-22545762,15486897
C694,0,9063,4/20/2009,18:39:04,18960,0.0,-58.473997,33.45187,-22542120,15471127
C832,1,58391,4/20/2009,18:39:04,18933,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124364,4/20/2009,18:39:05,19768,43.8,-58.493465,33.4951,-22545827,15486894
C694,0,9068,4/20/2009,18:39:05,18961,0.0,-58.473997,33.451868,-22542120,15471126
C832,1,58392,4/20/2009,18:39:05,18934,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124366,4/20/2009,18:39:06,19769,43.4,-58.493702,33.495092,-22545891,15486891
C694,0,9069,4/20/2009,18:39:06,18962,0.0,-58.473997,33.451867,-22542119,15471126
C832,1,58393,4/20/2009,18:39:06,18935,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124368,4/20/2009,18:39:07,19770,42.7,-58.493936000000005,33.495083,-22545955,15486887
C694,0,9070,4/20/2009,18:39:07,18963,0.0,-58.473996,33.451865999999995,-22542119,15471126
C832,1,58451,4/20/2009,18:39:07,18936,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124376,4/20/2009,18:39:08,19771,42.1,-58.49416600000001,33.495075,-22546017,15486885
C694,0,9074,4/20/2009,18:39:08,18964,0.7,-58.473997,33.451865999999995,-22542120,15471126
C832,1,58457,4/20/2009,18:39:08,18937,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124378,4/20/2009,18:39:09,19772,42.3,-58.494395999999995,33.495069,-22546079,15486882
C694,0,9079,4/20/2009,18:39:09,18965,2.9,-58.473997,33.451873,-22542119,15471128
C832,1,58458,4/20/2009,18:39:09,18938,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124380,4/20/2009,18:39:10,19773,42.5,-58.494628000000006,33.495061,-22546142,15486879
C694,0,9080,4/20/2009,18:39:10,18966,8.3,-58.47399899999999,33.451896000000005,-22542119,15471136
C832,1,58459,4/20/2009,18:39:10,18939,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124382,4/20/2009,18:39:11,19774,42.1,-58.494857999999994,33.495053000000006,-22546205,15486876
C694,0,9081,4/20/2009,18:39:11,18967,13.4,-58.473997999999995,33.451939,-22542117,15471152
C832,1,58460,4/20/2009,18:39:11,18940,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124391,4/20/2009,18:39:12,19775,41.8,-58.495086,33.495045000000005,-22546267,15486873
C694,0,9139,4/20/2009,18:39:12,18968,17.0,-58.47399899999999,33.452,-22542115,15471175
C832,1,58468,4/20/2009,18:39:12,18941,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124393,4/20/2009,18:39:13,19776,41.8,-58.49531400000001,33.495038,-22546328,15486871
C694,0,9145,4/20/2009,18:39:13,18969,19.2,-58.474002,33.452075,-22542113,15471202
C832,1,58469,4/20/2009,18:39:13,18942,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124395,4/20/2009,18:39:14,19777,41.4,-58.495541,33.495031,-22546390,15486868
C694,0,9548,4/20/2009,18:39:14,18970,20.8,-58.47400400000001,33.452156,-22542111,15471231
C832,1,58606,4/20/2009,18:39:14,18943,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124397,4/20/2009,18:39:15,19778,40.7,-58.495765000000006,33.495024,-22546450,15486866
C694,0,9549,4/20/2009,18:39:15,18971,22.1,-58.474006,33.452244,-22542109,15471263
C832,1,58607,4/20/2009,18:39:15,18944,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124405,4/20/2009,18:39:16,19779,40.0,-58.49598399999999,33.495017,-22546510,15486863
C694,0,9550,4/20/2009,18:39:16,18972,23.9,-58.474008999999995,33.452338,-22542106,15471298
C832,1,58610,4/20/2009,18:39:16,18945,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124407,4/20/2009,18:39:17,19780,39.1,-58.4962,33.49501,-22546569,15486861
C694,0,9832,4/20/2009,18:39:17,18973,25.9,-58.474014,33.45244,-22542104,15471335
C832,1,59160,4/20/2009,18:39:17,18946,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124409,4/20/2009,18:39:18,19781,38.9,-58.496413000000004,33.495003000000004,-22546626,15486858
C694,0,9834,4/20/2009,18:39:18,18974,28.2,-58.474018,33.452551,-22542101,15471376
C832,1,59162,4/20/2009,18:39:18,18947,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124411,4/20/2009,18:39:19,19782,39.8,-58.496628,33.494996,-22546685,15486856
C694,0,9835,4/20/2009,18:39:19,18975,30.2,-58.474024,33.45267,-22542098,15471419
C832,1,59166,4/20/2009,18:39:19,18948,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124419,4/20/2009,18:39:20,19783,40.9,-58.496849,33.494989000000004,-22546745,15486853
C694,0,9839,4/20/2009,18:39:20,18976,31.5,-58.47403,33.452797,-22542095,15471465
C832,1,59171,4/20/2009,18:39:20,18949,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124421,4/20/2009,18:39:21,19784,41.8,-58.497074999999995,33.494982,-22546806,15486850
C694,0,9840,4/20/2009,18:39:21,18977,32.2,-58.474035,33.452928,-22542092,15471513
C832,1,59172,4/20/2009,18:39:21,18950,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124423,4/20/2009,18:39:22,19785,42.5,-58.497304,33.494974,-22546868,15486847
C694,0,9841,4/20/2009,18:39:22,18978,32.9,-58.47404,33.453061,-22542088,15471562
C832,1,59173,4/20/2009,18:39:22,18951,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124425,4/20/2009,18:39:23,19786,42.7,-58.497536999999994,33.494963,-22546931,15486844
C694,0,9846,4/20/2009,18:39:23,18979,34.9,-58.474047,33.453202000000005,-22542085,15471613
C832,1,59174,4/20/2009,18:39:23,18952,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124433,4/20/2009,18:39:24,19787,43.2,-58.497771,33.494952000000005,-22546995,15486839
C694,0,9850,4/20/2009,18:39:24,18980,36.0,-58.47405400000001,33.453346,-22542082,15471665
C832,1,59179,4/20/2009,18:39:24,18953,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124435,4/20/2009,18:39:25,19788,43.6,-58.498007,33.494941,-22547059,15486836
C694,0,9851,4/20/2009,18:39:25,18981,36.5,-58.474063,33.453494,-22542079,15471719
C832,1,59180,4/20/2009,18:39:25,18954,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124437,4/20/2009,18:39:26,19789,43.8,-58.498245,33.494934,-22547123,15486833
C694,0,9852,4/20/2009,18:39:26,18982,36.9,-58.474074,33.453643,-22542077,15471774
C832,1,59181,4/20/2009,18:39:26,18955,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124439,4/20/2009,18:39:27,19790,43.6,-58.498481999999996,33.494925,-22547188,15486830
C694,0,9910,4/20/2009,18:39:27,18983,36.9,-58.47408399999999,33.453792,-22542074,15471828
C832,1,59239,4/20/2009,18:39:27,18956,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124447,4/20/2009,18:39:28,19791,43.4,-58.498718999999994,33.494919,-22547252,15486827
C694,0,9912,4/20/2009,18:39:28,18984,36.9,-58.474093999999994,33.453941,-22542071,15471882
C832,1,59245,4/20/2009,18:39:28,18957,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124449,4/20/2009,18:39:29,19792,42.7,-58.498953,33.494912,-22547315,15486825
C694,0,9913,4/20/2009,18:39:29,18985,38.3,-58.474103,33.454094,-22542068,15471938
C832,1,59246,4/20/2009,18:39:29,18958,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124451,4/20/2009,18:39:30,19793,42.5,-58.499184,33.494904,-22547378,15486822
C694,0,9914,4/20/2009,18:39:30,18986,38.5,-58.47411099999999,33.454251,-22542065,15471995
C832,1,59247,4/20/2009,18:39:30,18959,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124453,4/20/2009,18:39:31,19794,41.4,-58.499410999999995,33.494896999999995,-22547440,15486819
C694,0,9915,4/20/2009,18:39:31,18987,38.3,-58.47411600000001,33.454406,-22542061,15472052
C832,1,59251,4/20/2009,18:39:31,18960,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124462,4/20/2009,18:39:32,19795,41.6,-58.499639,33.494890999999996,-22547501,15486817
C694,0,9920,4/20/2009,18:39:32,18988,38.0,-58.474124,33.454561,-22542057,15472108
C832,1,59256,4/20/2009,18:39:32,18961,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124464,4/20/2009,18:39:33,19796,41.4,-58.499864,33.494883,-22547562,15486815
C694,0,9921,4/20/2009,18:39:33,18989,38.3,-58.474131,33.454716,-22542054,15472165
C832,1,59257,4/20/2009,18:39:33,18962,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124466,4/20/2009,18:39:34,19797,40.7,-58.500088000000005,33.494876,-22547623,15486812
C694,0,10058,4/20/2009,18:39:34,18990,38.5,-58.47413900000001,33.454871000000004,-22542050,15472222
C832,1,59394,4/20/2009,18:39:34,18963,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124468,4/20/2009,18:39:35,19798,40.3,-58.500310999999996,33.49487,-22547684,15486810
C694,0,10059,4/20/2009,18:39:35,18991,38.7,-58.474143999999995,33.455028000000006,-22542046,15472279
C832,1,59395,4/20/2009,18:39:35,18964,0.0,-58.37801999999999,33.500324,-22514466,15488799
C590,1,124476,4/20/2009,18:39:36,19799,39.6,-58.50053,33.494864,-22547743,15486808
C694,0,10063,4/20/2009,18:39:36,18992,39.4,-58.474151000000006,33.455188,-22542042,15472337
C832,1,59397,4/20/2009,18:39:36,18965,0.0,-58.37801999999999,33.500324,-22514466,15488799
