veh,logfile,line,date,time,secs,speed (mph),long,lat,x-ft,y-ft
C548,1,46759,4/20/2009,18:22:31,19070,40.9,-58.523273,33.491412,-22554008,15485549
C590,1,101258,4/20/2009,18:22:32,18775,42.7,-58.357589000000004,33.479781,-22509684,15481307
C832,1,40491,4/20/2009,18:22:32,17941,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46760,4/20/2009,18:22:32,19071,40.0,-58.523064000000005,33.491366,-22553953,15485532
C590,1,101269,4/20/2009,18:22:33,18776,42.3,-58.357597999999996,33.479952000000004,-22509681,15481369
C832,1,40492,4/20/2009,18:22:33,17942,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46761,4/20/2009,18:22:33,19072,40.0,-58.522857,33.491319,-22553899,15485515
C590,1,101271,4/20/2009,18:22:34,18777,42.5,-58.357606000000004,33.480121999999994,-22509677,15481431
C832,1,40493,4/20/2009,18:22:34,17943,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46924,4/20/2009,18:22:34,19073,40.7,-58.522648000000004,33.491271999999995,-22553844,15485498
C590,1,101273,4/20/2009,18:22:35,18778,43.0,-58.357614,33.480295,-22509673,15481494
C832,1,40555,4/20/2009,18:22:35,17944,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46926,4/20/2009,18:22:35,19074,40.7,-58.522439000000006,33.491225,-22553790,15485480
C590,1,101275,4/20/2009,18:22:36,18779,43.2,-58.35762,33.480468,-22509668,15481557
C832,1,40557,4/20/2009,18:22:36,17945,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46927,4/20/2009,18:22:36,19075,40.7,-58.522228,33.491177,-22553734,15485463
C590,1,101283,4/20/2009,18:22:37,18780,43.8,-58.35762700000001,33.480644,-22509664,15481621
C832,1,40827,4/20/2009,18:22:37,17946,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46928,4/20/2009,18:22:37,19076,40.9,-58.522014999999996,33.49113,-22553679,15485446
C590,1,101285,4/20/2009,18:22:38,18781,43.8,-58.357636,33.480821,-22509660,15481686
C832,1,40828,4/20/2009,18:22:38,17947,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46929,4/20/2009,18:22:38,19077,41.4,-58.521800999999996,33.491082,-22553622,15485428
C590,1,101287,4/20/2009,18:22:39,18782,43.6,-58.35764399999999,33.480998,-22509656,15481751
C832,1,40831,4/20/2009,18:22:39,17948,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46930,4/20/2009,18:22:39,19078,41.6,-58.52158399999999,33.491036,-22553566,15485412
C590,1,101289,4/20/2009,18:22:40,18783,43.8,-58.357653,33.481175,-22509652,15481815
C832,1,40832,4/20/2009,18:22:40,17949,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46931,4/20/2009,18:22:40,19079,41.8,-58.521367,33.490989,-22553509,15485394
C590,1,101297,4/20/2009,18:22:41,18784,43.6,-58.357662000000005,33.481352,-22509648,15481879
C832,1,40833,4/20/2009,18:22:41,17950,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46935,4/20/2009,18:22:41,19080,42.1,-58.521148,33.49094,-22553451,15485376
C590,1,101323,4/20/2009,18:22:42,18785,43.6,-58.357671999999994,33.481528000000004,-22509644,15481944
C832,1,40834,4/20/2009,18:22:42,17951,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46936,4/20/2009,18:22:42,19081,41.8,-58.52093000000001,33.49089,-22553394,15485358
C590,1,101327,4/20/2009,18:22:43,18786,43.4,-58.357681,33.481704,-22509640,15482008
C832,1,40840,4/20/2009,18:22:43,17952,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46937,4/20/2009,18:22:43,19082,41.8,-58.520713,33.490840999999996,-22553337,15485340
C590,1,101332,4/20/2009,18:22:44,18787,42.7,-58.35768900000001,33.481879,-22509636,15482072
C832,1,40841,4/20/2009,18:22:44,17953,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46938,4/20/2009,18:22:44,19083,42.1,-58.520495,33.490792,-22553280,15485322
C590,1,101340,4/20/2009,18:22:45,18788,42.5,-58.35769599999999,33.482051,-22509632,15482134
C832,1,40894,4/20/2009,18:22:45,17954,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,46939,4/20/2009,18:22:45,19084,42.3,-58.520275,33.490744,-22553223,15485305
C590,1,101342,4/20/2009,18:22:46,18789,42.7,-58.35770500000001,33.482224,-22509628,15482197
C832,1,40895,4/20/2009,18:22:46,17955,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,47078,4/20/2009,18:22:46,19085,42.5,-58.520054,33.490695,-22553165,15485287
C590,1,101344,4/20/2009,18:22:47,18790,43.0,-58.357714,33.482396,-22509625,15482260
C832,1,41327,4/20/2009,18:22:47,17956,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,47079,4/20/2009,18:22:47,19086,42.7,-58.519831999999994,33.490648,-22553106,15485270
C590,1,101346,4/20/2009,18:22:48,18791,42.7,-58.357724000000005,33.48257,-22509621,15482324
C832,1,41329,4/20/2009,18:22:48,17957,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,47081,4/20/2009,18:22:48,19087,43.2,-58.51960600000001,33.490601,-22553047,15485253
C590,1,101354,4/20/2009,18:22:49,18792,42.1,-58.357732999999996,33.48274,-22509617,15482386
C832,1,41330,4/20/2009,18:22:49,17958,0.0,-58.475959,33.490894,-22541251,15485360
C548,1,47082,4/20/2009,18:22:49,19088,43.0,-58.51938199999999,33.490551,-22552988,15485235
C590,1,101356,4/20/2009,18:22:50,18793,41.4,-58.357741000000004,33.482908,-22509613,15482447
C832,1,41331,4/20/2009,18:22:50,17959,5.8,-58.475959,33.490901,-22541250,15485362
C548,1,47083,4/20/2009,18:22:50,19089,42.3,-58.51916,33.490502,-22552930,15485217
C590,1,101358,4/20/2009,18:22:51,18794,41.6,-58.357749,33.483073,-22509610,15482507
C832,1,41336,4/20/2009,18:22:51,17960,12.1,-58.475961,33.490934,-22541250,15485374
C548,1,47117,4/20/2009,18:22:51,19090,42.1,-58.518941,33.490452000000005,-22552873,15485198
C590,1,101361,4/20/2009,18:22:52,18795,42.1,-58.357759,33.483241,-22509606,15482568
C832,1,41337,4/20/2009,18:22:52,17961,17.4,-58.47596300000001,33.490992999999996,-22541248,15485396
C548,1,47118,4/20/2009,18:22:52,19091,41.8,-58.518722999999994,33.490403,-22552816,15485180
C590,1,101369,4/20/2009,18:22:53,18796,42.1,-58.35776800000001,33.483409,-22509603,15482630
C832,1,41338,4/20/2009,18:22:53,17962,21.3,-58.475964000000005,33.49107,-22541245,15485424
C548,1,47119,4/20/2009,18:22:53,19092,41.2,-58.518508999999995,33.490355,-22552760,15485163
C590,1,101371,4/20/2009,18:22:54,18797,40.9,-58.357777,33.483577000000004,-22509599,15482691
C832,1,41339,4/20/2009,18:22:54,17963,24.6,-58.475966,33.491164000000005,-22541243,15485458
C548,1,47120,4/20/2009,18:22:54,19093,40.3,-58.518300999999994,33.490309,-22552705,15485146
C590,1,101373,4/20/2009,18:22:55,18798,37.6,-58.357786000000004,33.483734000000005,-22509596,15482748
C832,1,41344,4/20/2009,18:22:55,17964,27.7,-58.47596899999999,33.491271000000005,-22541240,15485497
C548,1,47121,4/20/2009,18:22:55,19094,39.4,-58.518096,33.490264,-22552651,15485130
C590,1,101375,4/20/2009,18:22:56,18799,33.8,-58.357794,33.483877,-22509593,15482800
C832,1,41345,4/20/2009,18:22:56,17965,30.4,-58.475973999999994,33.491391,-22541237,15485541
C548,1,47122,4/20/2009,18:22:56,19095,38.5,-58.517894,33.490221000000005,-22552598,15485114
C590,1,101383,4/20/2009,18:22:57,18800,30.6,-58.3578,33.484004,-22509590,15482847
C832,1,41648,4/20/2009,18:22:57,17966,32.4,-58.47597900000001,33.491521,-22541233,15485588
C548,1,47123,4/20/2009,18:22:57,19096,37.1,-58.517697999999996,33.490178,-22552547,15485099
C590,1,101385,4/20/2009,18:22:58,18801,27.5,-58.357806999999994,33.484119,-22509588,15482889
C832,1,41675,4/20/2009,18:22:58,17967,33.6,-58.475984999999994,33.491656,-22541230,15485637
C548,1,47262,4/20/2009,18:22:58,19097,34.7,-58.517515,33.490138,-22552499,15485084
C590,1,101387,4/20/2009,18:22:59,18802,24.4,-58.357811999999996,33.484221000000005,-22509586,15482926
C832,1,41677,4/20/2009,18:22:59,17968,34.7,-58.47599100000001,33.491794,-22541227,15485688
C548,1,47263,4/20/2009,18:22:59,19098,32.2,-58.517343999999994,33.490097999999996,-22552454,15485069
C590,1,101389,4/20/2009,18:23:00,18803,21.3,-58.357816,33.48431,-22509584,15482958
C832,1,42090,4/20/2009,18:23:00,17969,35.6,-58.475998000000004,33.491935999999995,-22541223,15485740
C548,1,47264,4/20/2009,18:23:00,19099,30.0,-58.517185999999995,33.490062,-22552413,15485056
C590,1,101397,4/20/2009,18:23:01,18804,17.0,-58.35781899999999,33.484384000000006,-22509582,15482985
C832,1,42092,4/20/2009,18:23:01,17970,36.5,-58.476005,33.492084999999996,-22541220,15485794
C548,1,47322,4/20/2009,18:23:01,19100,26.8,-58.517043,33.49003,-22552375,15485044
C590,1,101399,4/20/2009,18:23:02,18805,13.2,-58.357822,33.484441,-22509580,15483006
C832,1,42097,4/20/2009,18:23:02,17971,36.9,-58.476012,33.492234,-22541217,15485848
C548,1,47324,4/20/2009,18:23:02,19101,24.4,-58.516915,33.490002000000004,-22552342,15485034
C590,1,101401,4/20/2009,18:23:03,18806,9.6,-58.357823999999994,33.484484,-22509579,15483022
C832,1,42098,4/20/2009,18:23:03,17972,37.1,-58.476018999999994,33.492384,-22541213,15485903
C548,1,47328,4/20/2009,18:23:03,19102,24.2,-58.51679399999999,33.489974,-22552310,15485024
C590,1,101403,4/20/2009,18:23:04,18807,5.6,-58.357825000000005,33.484511,-22509579,15483032
C832,1,42099,4/20/2009,18:23:04,17973,37.4,-58.476026000000005,33.492534,-22541210,15485958
C548,1,47329,4/20/2009,18:23:04,19103,23.7,-58.516676000000004,33.489946,-22552279,15485014
C590,1,101411,4/20/2009,18:23:05,18808,2.7,-58.357826,33.484524,-22509579,15483036
C832,1,42100,4/20/2009,18:23:05,17974,37.1,-58.476031000000006,33.492684999999994,-22541206,15486013
C548,1,47330,4/20/2009,18:23:05,19104,21.5,-58.51656199999999,33.48992,-22552249,15485004
C590,1,101413,4/20/2009,18:23:06,18809,0.9,-58.357828,33.484528000000005,-22509579,15483038
C832,1,42101,4/20/2009,18:23:06,17975,37.6,-58.476034,33.492838,-22541201,15486069
C548,1,47331,4/20/2009,18:23:06,19105,18.8,-58.51646099999999,33.489897,-22552223,15484996
C590,1,101415,4/20/2009,18:23:07,18810,0.2,-58.357828,33.484526,-22509579,15483037
C832,1,42102,4/20/2009,18:23:07,17976,37.8,-58.47604,33.492990999999996,-22541197,15486124
C548,1,47470,4/20/2009,18:23:07,19106,15.4,-58.516377000000006,33.48988,-22552201,15484990
C590,1,101417,4/20/2009,18:23:08,18811,0.2,-58.35782900000001,33.484522999999996,-22509579,15483036
C832,1,42103,4/20/2009,18:23:08,17977,38.3,-58.476046,33.493145,-22541193,15486181
C548,1,47607,4/20/2009,18:23:08,19107,12.1,-58.516311,33.489866,-22552184,15484985
C590,1,101425,4/20/2009,18:23:09,18812,0.2,-58.35782900000001,33.48452,-22509580,15483035
C832,1,42107,4/20/2009,18:23:09,17978,38.5,-58.476051999999996,33.493301,-22541189,15486237
C548,1,47608,4/20/2009,18:23:09,19108,8.7,-58.516262999999995,33.489857,-22552171,15484981
C590,1,101427,4/20/2009,18:23:10,18813,0.2,-58.35783000000001,33.484519,-22509580,15483035
C832,1,42153,4/20/2009,18:23:10,17979,37.1,-58.476057999999995,33.493454,-22541185,15486293
C548,1,47609,4/20/2009,18:23:10,19109,6.0,-58.51623199999999,33.48985,-22552163,15484979
C590,1,101429,4/20/2009,18:23:11,18814,0.2,-58.357831000000004,33.484516,-22509580,15483033
C832,1,42170,4/20/2009,18:23:11,17980,34.2,-58.476062999999996,33.493596999999994,-22541182,15486345
C548,1,49493,4/20/2009,18:23:11,19110,5.6,-58.516206999999994,33.489845,-22552156,15484977
C590,1,101432,4/20/2009,18:23:12,18815,0.2,-58.357832,33.484513,-22509581,15483032
C832,1,42175,4/20/2009,18:23:12,17981,32.7,-58.476068999999995,33.49373,-22541179,15486394
C548,1,51243,4/20/2009,18:23:12,19111,5.4,-58.51618499999999,33.48984,-22552150,15484975
C590,1,101440,4/20/2009,18:23:13,18816,0.2,-58.357833,33.484511,-22509581,15483032
C832,1,42176,4/20/2009,18:23:13,17982,30.9,-58.476076000000006,33.493858,-22541176,15486440
C548,1,51527,4/20/2009,18:23:13,19112,4.7,-58.516161999999994,33.489835,-22552144,15484973
C590,1,101442,4/20/2009,18:23:14,18817,0.2,-58.357834,33.484509,-22509581,15483031
C832,1,42177,4/20/2009,18:23:14,17983,28.9,-58.47608199999999,33.493976,-22541173,15486484
C548,1,51529,4/20/2009,18:23:14,19113,3.6,-58.516144,33.48983,-22552140,15484972
C590,1,101444,4/20/2009,18:23:15,18818,0.7,-58.357834,33.484509,-22509581,15483031
C832,1,42178,4/20/2009,18:23:15,17984,26.8,-58.476085,33.494087,-22541170,15486524
C548,1,51534,4/20/2009,18:23:15,19114,2.7,-58.516132,33.489828,-22552137,15484971
C590,1,101446,4/20/2009,18:23:16,18819,1.1,-58.357834,33.484511,-22509581,15483032
C832,1,42179,4/20/2009,18:23:16,17985,25.3,-58.476085999999995,33.494189,-22541166,15486561
C548,1,51535,4/20/2009,18:23:16,19115,1.8,-58.516125,33.489827000000005,-22552135,15484970
C590,1,101454,4/20/2009,18:23:17,18820,1.3,-58.357834999999994,33.484513,-22509581,15483032
C832,1,42449,4/20/2009,18:23:17,17986,24.6,-58.476085,33.494288,-22541163,15486597
C548,1,51536,4/20/2009,18:23:17,19116,1.6,-58.51611899999999,33.489827000000005,-22552133,15484970
C590,1,101456,4/20/2009,18:23:18,18821,0.7,-58.35783599999999,33.484515,-22509582,15483033
C832,1,42450,4/20/2009,18:23:18,17987,22.4,-58.47608199999999,33.494381,-22541159,15486631
C548,1,51537,4/20/2009,18:23:18,19117,1.1,-58.516116,33.489825,-22552133,15484970
C590,1,101458,4/20/2009,18:23:19,18822,0.2,-58.35783599999999,33.484516,-22509582,15483033
C832,1,42451,4/20/2009,18:23:19,17988,19.5,-58.476079,33.494464,-22541155,15486661
C548,1,51542,4/20/2009,18:23:19,19118,0.9,-58.516115,33.489825,-22552132,15484970
C590,1,101460,4/20/2009,18:23:20,18823,0.2,-58.35783599999999,33.484516,-22509582,15483033
C832,1,42454,4/20/2009,18:23:20,17989,18.1,-58.47608100000001,33.494537,-22541153,15486688
C548,1,51543,4/20/2009,18:23:20,19119,0.4,-58.516115,33.489823,-22552132,15484969
C590,1,101468,4/20/2009,18:23:21,18824,0.2,-58.357834999999994,33.484516,-22509581,15483033
C832,1,42455,4/20/2009,18:23:21,17990,17.4,-58.476084,33.494607,-22541151,15486714
C548,1,51544,4/20/2009,18:23:21,19120,0.2,-58.516115,33.489823,-22552132,15484969
C590,1,101470,4/20/2009,18:23:22,18825,0.2,-58.357834,33.484517,-22509581,15483034
C832,1,42462,4/20/2009,18:23:22,17991,17.2,-58.476089,33.494673,-22541150,15486738
C548,1,51545,4/20/2009,18:23:22,19121,0.2,-58.516116,33.489823,-22552132,15484969
C590,1,101472,4/20/2009,18:23:23,18826,0.2,-58.357834,33.484517,-22509581,15483034
C832,1,42463,4/20/2009,18:23:23,17992,17.4,-58.47609399999999,33.494741,-22541149,15486762
C548,1,51607,4/20/2009,18:23:23,19122,0.2,-58.516116,33.489824,-22552132,15484969
C590,1,101474,4/20/2009,18:23:24,18827,0.2,-58.357833,33.484519,-22509581,15483034
C832,1,42464,4/20/2009,18:23:24,17993,16.6,-58.47609799999999,33.494808,-22541148,15486787
C548,1,51609,4/20/2009,18:23:24,19123,0.7,-58.516115,33.489824,-22552132,15484970
C590,1,101482,4/20/2009,18:23:25,18828,2.2,-58.357833,33.484524,-22509580,15483036
C832,1,42467,4/20/2009,18:23:25,17994,15.9,-58.47610300000001,33.49487,-22541147,15486810
C548,1,51613,4/20/2009,18:23:25,19124,0.4,-58.516113000000004,33.489824,-22552132,15484969
C590,1,101484,4/20/2009,18:23:26,18829,5.1,-58.357834,33.484541,-22509580,15483043
C832,1,42468,4/20/2009,18:23:26,17995,15.4,-58.476107,33.494931,-22541146,15486832
C548,1,51614,4/20/2009,18:23:26,19125,0.0,-58.51611199999999,33.489823,-22552131,15484969
C590,1,101486,4/20/2009,18:23:27,18830,9.2,-58.357837,33.484577,-22509580,15483056
C832,1,42469,4/20/2009,18:23:27,17996,15.7,-58.47610999999999,33.494991999999996,-22541144,15486854
C548,1,51619,4/20/2009,18:23:27,19126,0.0,-58.516110999999995,33.489823,-22552131,15484969
C590,1,101488,4/20/2009,18:23:28,18831,15.0,-58.35784100000001,33.484640999999996,-22509578,15483079
C832,1,42479,4/20/2009,18:23:28,17997,15.9,-58.47610999999999,33.495055,-22541142,15486877
C548,1,51756,4/20/2009,18:23:28,19127,0.0,-58.51611199999999,33.489823,-22552131,15484969
C590,1,101496,4/20/2009,18:23:29,18832,22.8,-58.357845999999995,33.484737,-22509576,15483114
C832,1,42485,4/20/2009,18:23:29,17998,16.1,-58.476113,33.495118,-22541141,15486900
C548,1,51757,4/20/2009,18:23:29,19128,0.0,-58.516110999999995,33.489824,-22552131,15484969
C590,1,101498,4/20/2009,18:23:30,18833,29.1,-58.35785200000001,33.48486,-22509574,15483159
C832,1,42486,4/20/2009,18:23:30,17999,17.0,-58.47611500000001,33.495184,-22541139,15486924
C548,1,51758,4/20/2009,18:23:30,19129,0.0,-58.516110999999995,33.489823,-22552131,15484969
C590,1,101500,4/20/2009,18:23:31,18834,32.7,-58.35786,33.484992,-22509571,15483207
C832,1,42487,4/20/2009,18:23:31,18000,17.7,-58.476113999999995,33.495253999999996,-22541136,15486950
C590,1,101503,4/20/2009,18:23:32,18835,35.1,-58.357867,33.485134,-22509568,15483259
C832,1,42488,4/20/2009,18:23:32,18001,17.0,-58.476101,33.495323,-22541130,15486975
C590,1,101511,4/20/2009,18:23:33,18836,36.9,-58.357873999999995,33.485284,-22509564,15483314
C832,1,42493,4/20/2009,18:23:33,18002,17.0,-58.476061,33.495383000000004,-22541117,15486997
C548,1,52030,4/20/2009,18:23:33,19132,0.2,-58.516110999999995,33.489823,-22552131,15484969
C548,1,52032,4/20/2009,18:23:33,19132,0.4,-58.516110999999995,33.489821,-22552131,15484968
C548,1,52312,4/20/2009,18:23:33,19132,0.4,-58.516110999999995,33.489821,-22552131,15484968
C590,1,101513,4/20/2009,18:23:34,18837,38.5,-58.357883,33.485440999999994,-22509561,15483371
C832,1,42497,4/20/2009,18:23:34,18003,18.3,-58.475989,33.49543,-22541096,15487014
C548,1,52314,4/20/2009,18:23:34,19133,0.2,-58.516110999999995,33.489823,-22552131,15484969
C590,1,101515,4/20/2009,18:23:35,18838,40.0,-58.35789100000001,33.485603000000005,-22509558,15483430
C832,1,42498,4/20/2009,18:23:35,18004,20.4,-58.475888999999995,33.495459000000004,-22541068,15487025
C548,1,52322,4/20/2009,18:23:35,19134,0.0,-58.516110999999995,33.489823,-22552131,15484969
C590,1,101517,4/20/2009,18:23:36,18839,41.2,-58.357899,33.48577,-22509554,15483491
C832,1,42541,4/20/2009,18:23:36,18005,22.8,-58.475769,33.495470000000005,-22541035,15487028
C548,1,52323,4/20/2009,18:23:36,19135,0.2,-58.51611199999999,33.489824,-22552131,15484969
C590,1,101525,4/20/2009,18:23:37,18840,42.1,-58.357907,33.48594,-22509550,15483553
C832,1,42831,4/20/2009,18:23:37,18006,25.5,-58.47563100000001,33.495471,-22540998,15487029
C548,1,52324,4/20/2009,18:23:37,19136,0.0,-58.516113000000004,33.489825,-22552131,15484970
C590,1,101527,4/20/2009,18:23:38,18841,43.0,-58.35791400000001,33.486115000000005,-22509545,15483617
C832,1,42832,4/20/2009,18:23:38,18007,28.4,-58.47547900000001,33.495472,-22540957,15487029
C548,1,52325,4/20/2009,18:23:38,19137,0.2,-58.516115,33.489826,-22552132,15484970
C590,1,101529,4/20/2009,18:23:39,18842,43.6,-58.35792099999999,33.486292999999996,-22509541,15483682
C832,1,42833,4/20/2009,18:23:39,18008,31.5,-58.475308999999996,33.495473,-22540911,15487030
C548,1,52330,4/20/2009,18:23:39,19138,0.2,-58.516115,33.489826,-22552132,15484970
C590,1,101531,4/20/2009,18:23:40,18843,44.3,-58.357927000000004,33.486473,-22509536,15483747
C832,1,42834,4/20/2009,18:23:40,18009,34.4,-58.475123999999994,33.495477,-22540861,15487031
C548,1,52331,4/20/2009,18:23:40,19139,0.7,-58.516113000000004,33.489825,-22552132,15484970
C590,1,101539,4/20/2009,18:23:41,18844,45.0,-58.357935,33.486655999999996,-22509532,15483814
C832,1,42835,4/20/2009,18:23:41,18010,37.6,-58.474920999999995,33.495483,-22540805,15487033
C548,1,52332,4/20/2009,18:23:41,19140,1.8,-58.51610699999999,33.489823,-22552130,15484969
C590,1,101541,4/20/2009,18:23:42,18845,45.0,-58.35794399999999,33.486839,-22509528,15483881
C832,1,42838,4/20/2009,18:23:42,18011,40.5,-58.474700999999996,33.495488,-22540746,15487035
C548,1,52333,4/20/2009,18:23:42,19141,3.1,-58.516093999999995,33.489821,-22552127,15484968
C590,1,101543,4/20/2009,18:23:43,18846,45.2,-58.357955000000004,33.487023,-22509524,15483948
C832,1,42839,4/20/2009,18:23:43,18012,43.2,-58.474467000000004,33.495494,-22540683,15487037
C548,1,52395,4/20/2009,18:23:43,19142,6.7,-58.51606600000001,33.489816,-22552119,15484966
C590,1,101545,4/20/2009,18:23:44,18847,45.2,-58.35796500000001,33.487206,-22509520,15484015
C832,1,42840,4/20/2009,18:23:44,18013,45.4,-58.47421899999999,33.495499,-22540615,15487039
C548,1,52397,4/20/2009,18:23:44,19143,11.2,-58.516017000000005,33.489806,-22552106,15484963
C590,1,101553,4/20/2009,18:23:45,18848,45.2,-58.357974999999996,33.487389,-22509516,15484081
C832,1,42841,4/20/2009,18:23:45,18014,46.8,-58.473961,33.495507,-22540546,15487042
C548,1,52398,4/20/2009,18:23:45,19144,15.0,-58.515946,33.489792,-22552088,15484958
C590,1,101555,4/20/2009,18:23:46,18849,45.4,-58.357985,33.487573,-22509512,15484148
C832,1,42845,4/20/2009,18:23:46,18015,47.9,-58.473697,33.495514,-22540474,15487045
C548,1,52399,4/20/2009,18:23:46,19145,18.1,-58.515856,33.489773,-22552064,15484951
C590,1,101557,4/20/2009,18:23:47,18850,45.4,-58.35799499999999,33.487757,-22509509,15484216
C832,1,42846,4/20/2009,18:23:47,18016,49.0,-58.473427,33.495521000000004,-22540401,15487047
C548,1,52407,4/20/2009,18:23:47,19146,21.5,-58.51575,33.48975,-22552036,15484942
